N,P,K,temperature,humidity,ph,rainfall,label
4.0,67.7,13.9,23.67,65.71,7.15,58.18,lentil
29.5,61.5,21.6,25.73,62.39,7.28,57.33,lentil
16.3,56.4,38.3,21.53,71.77,6.66,48.97,lentil
21.9,62.2,10.5,25.22,65.35,6.75,44.16,lentil
8.3,63.5,9.0,24.96,60.15,6.86,63.05,lentil
26.1,69.7,27.7,21.61,58.97,6.53,47.58,lentil
12.9,55.5,26.4,26.02,64.53,7.43,52.31,lentil
15.9,57.1,20.8,24.7,58.44,7.11,38.06,lentil
15.3,65.0,15.6,25.07,65.27,7.24,35.45,lentil
19.5,68.3,10.2,24.22,61.02,6.73,51.54,lentil
19.2,78.7,15.4,25.09,64.05,6.75,33.73,lentil
27.8,57.7,35.8,24.62,55.83,6.97,55.87,lentil
16.9,92.1,19.7,23.06,58.38,6.72,54.1,lentil
15.1,60.6,16.0,23.86,62.7,7.68,48.5,lentil
35.3,56.0,17.8,25.46,65.44,6.79,34.53,lentil
21.2,70.3,31.5,26.31,64.54,7.06,42.46,lentil
18.6,85.6,9.7,21.74,71.15,6.81,36.99,lentil
23.7,63.7,11.2,24.94,70.82,7.21,41.04,lentil
21.2,68.7,9.5,23.12,67.91,7.4,62.05,lentil
22.5,71.3,11.3,26.52,66.06,6.8,38.66,lentil
12.8,66.0,25.4,27.37,65.12,6.85,60.2,lentil
22.3,57.6,19.5,29.24,63.6,6.69,53.85,lentil
23.5,54.0,13.4,21.05,68.95,6.44,37.96,lentil
23.7,66.8,22.9,24.45,63.93,6.58,41.3,lentil
18.2,73.8,5.0,27.25,67.39,6.63,64.63,lentil
17.3,58.8,10.0,25.49,64.98,6.94,32.16,lentil
10.3,65.1,17.2,26.64,65.78,7.08,26.6,lentil
18.5,67.3,30.4,22.86,65.37,6.94,58.09,lentil
31.8,69.0,21.5,23.57,56.79,6.74,44.23,lentil
22.0,53.3,17.4,26.42,64.7,6.74,57.67,lentil
23.6,58.0,5.0,24.08,68.11,6.68,53.48,lentil
22.0,58.0,19.5,22.11,62.62,7.13,80.27,lentil
21.5,47.8,21.0,25.1,65.53,6.64,51.03,lentil
8.9,55.8,13.2,24.21,64.02,7.34,57.8,lentil
12.7,72.8,13.3,27.08,61.13,7.52,57.39,lentil
20.6,66.6,17.3,24.2,66.56,6.78,36.55,lentil
28.9,67.3,5.0,21.27,68.11,6.81,50.45,lentil
17.9,74.4,19.4,25.86,58.68,6.93,37.04,lentil
5.7,66.2,27.9,26.34,67.25,6.67,47.86,lentil
9.7,63.9,35.0,22.19,65.82,6.35,31.69,lentil
13.9,65.3,21.4,22.53,66.58,6.7,52.36,lentil
3.3,64.9,24.6,24.19,59.28,7.33,38.72,lentil
26.6,76.5,22.7,25.07,62.75,7.13,28.23,lentil
9.5,59.0,13.0,27.41,58.85,6.47,51.59,lentil
18.6,59.5,12.8,23.58,66.5,6.84,61.85,lentil
21.6,69.2,12.9,21.31,62.86,6.16,38.04,lentil
30.9,75.5,23.0,24.03,68.94,7.06,33.88,lentil
24.7,68.6,15.0,24.14,64.75,6.78,41.63,lentil
13.3,62.6,22.3,25.06,67.02,6.31,38.89,lentil
35.0,62.1,19.3,24.0,66.7,6.99,26.18,lentil
23.0,77.9,13.5,25.18,69.68,7.35,58.5,lentil
14.3,76.3,15.5,23.86,64.45,7.17,44.05,lentil
13.0,65.5,12.2,22.11,66.01,6.97,29.73,lentil
17.4,62.6,8.6,23.71,67.56,6.97,81.13,lentil
15.0,72.0,22.2,19.74,72.66,7.26,30.47,lentil
7.6,64.7,13.5,24.77,68.73,7.01,39.76,lentil
14.0,65.8,22.9,23.1,61.39,6.79,57.14,lentil
11.7,50.3,5.0,24.99,63.04,7.27,21.21,lentil
21.7,65.8,24.2,23.93,71.12,6.9,66.45,lentil
26.6,12.3,40.2,19.85,95.0,6.25,105.19,pomegranate
29.5,8.8,23.0,18.01,95.0,6.78,104.16,pomegranate
3.1,25.4,31.6,22.82,84.4,6.93,109.62,pomegranate
31.1,16.8,31.9,23.16,92.13,6.81,98.11,pomegranate
20.8,10.1,16.6,16.85,95.0,5.67,109.56,pomegranate
16.7,16.0,41.8,22.01,86.95,6.48,114.41,pomegranate
13.0,12.9,38.0,20.51,84.9,5.87,103.97,pomegranate
13.0,27.9,35.0,19.66,89.35,6.82,91.5,pomegranate
26.4,23.4,47.4,20.72,87.99,6.06,114.63,pomegranate
11.4,15.9,32.9,21.98,91.18,6.64,115.05,pomegranate
25.4,13.3,47.8,20.65,92.81,6.82,121.4,pomegranate
14.9,10.4,40.0,25.11,87.67,6.36,113.43,pomegranate
25.4,15.6,46.2,21.4,95.0,6.81,114.08,pomegranate
14.9,16.7,48.7,21.03,92.72,6.18,91.98,pomegranate
8.7,24.4,33.2,22.1,88.12,6.53,118.45,pomegranate
13.4,17.7,35.2,22.55,87.89,5.98,125.96,pomegranate
21.9,20.5,34.3,21.35,89.54,6.11,116.14,pomegranate
19.6,25.2,44.7,22.3,83.67,5.95,98.46,pomegranate
33.3,15.5,39.5,25.54,88.99,6.45,111.94,pomegranate
16.7,22.9,35.3,27.08,87.5,6.27,114.83,pomegranate
23.7,11.3,43.8,21.1,90.84,6.37,99.22,pomegranate
20.5,16.3,35.5,19.53,92.68,6.46,96.02,pomegranate
20.6,13.1,49.3,23.39,88.09,6.41,113.66,pomegranate
11.8,17.5,42.9,23.39,95.0,6.63,113.57,pomegranate
33.5,10.5,17.3,21.31,91.03,5.98,109.5,pomegranate
11.8,20.7,30.1,21.35,90.04,6.75,116.15,pomegranate
10.2,6.7,34.3,19.3,92.59,6.27,108.85,pomegranate
22.3,7.5,31.1,21.81,85.54,6.33,112.45,pomegranate
27.3,14.6,42.8,25.51,87.31,6.28,107.95,pomegranate
17.4,19.3,36.2,24.45,89.64,6.22,108.74,pomegranate
19.3,10.7,42.2,19.6,88.05,6.0,97.11,pomegranate
14.4,5.0,43.8,23.07,95.0,6.61,112.3,pomegranate
5.0,20.9,33.9,20.0,86.87,6.84,108.07,pomegranate
22.6,19.9,44.7,22.51,91.8,6.66,123.74,pomegranate
19.9,21.4,39.3,22.93,91.73,5.96,107.51,pomegranate
12.5,7.2,39.0,21.41,95.0,6.24,103.99,pomegranate
16.5,14.5,39.4,19.2,94.62,6.57,116.69,pomegranate
11.9,19.5,32.6,21.71,90.36,6.07,82.79,pomegranate
17.2,24.0,39.2,24.42,95.0,6.32,91.03,pomegranate
21.9,13.1,30.8,22.21,95.0,6.32,97.3,pomegranate
14.7,20.7,49.3,22.62,86.9,6.54,129.08,pomegranate
32.1,15.1,45.5,21.4,87.23,6.12,124.95,pomegranate
11.5,16.3,50.6,19.56,91.29,6.1,124.93,pomegranate
21.2,16.8,42.9,19.5,87.64,6.4,119.26,pomegranate
19.7,21.3,36.0,21.65,86.31,6.62,113.22,pomegranate
24.1,28.4,35.3,19.26,91.85,6.39,99.07,pomegranate
16.1,14.0,46.0,18.99,89.05,6.53,112.51,pomegranate
24.0,15.7,31.9,21.45,89.77,6.48,93.65,pomegranate
19.1,13.8,44.4,19.15,87.4,6.32,130.11,pomegranate
20.6,19.0,30.6,23.36,88.53,6.67,104.57,pomegranate
22.9,15.5,40.8,21.91,81.86,6.41,91.62,pomegranate
21.1,19.2,20.1,24.06,95.0,6.54,92.85,pomegranate
22.0,15.1,34.1,22.81,95.0,5.88,87.86,pomegranate
12.0,8.2,47.9,18.29,88.1,6.53,110.03,pomegranate
10.7,23.2,23.3,25.22,90.99,6.47,116.81,pomegranate
13.4,15.7,41.3,19.38,91.99,6.65,101.57,pomegranate
9.4,12.3,53.0,16.01,87.27,6.41,103.46,pomegranate
32.0,21.1,44.8,22.73,90.72,7.18,104.44,pomegranate
24.1,18.7,38.2,19.27,90.78,6.64,101.15,pomegranate
24.3,16.0,29.6,23.26,88.48,7.08,107.34,pomegranate
31.3,28.9,30.6,20.93,91.8,6.29,109.51,pomegranate
14.5,20.3,43.3,19.48,93.83,6.59,125.54,pomegranate
8.4,28.0,36.6,23.83,87.01,6.7,132.27,pomegranate
12.4,9.2,46.6,21.16,84.92,6.48,107.17,pomegranate
17.1,24.6,38.5,25.15,88.9,6.8,112.16,pomegranate
7.9,10.1,44.2,23.02,87.84,6.58,110.56,pomegranate
23.3,19.6,35.2,23.07,95.0,6.54,113.02,pomegranate
9.5,12.8,36.5,23.07,95.0,6.89,120.15,pomegranate
20.3,8.1,37.0,19.22,95.0,5.93,105.81,pomegranate
30.6,23.9,31.8,21.51,95.0,6.61,109.93,pomegranate
30.0,23.2,44.0,18.92,90.76,6.56,110.66,pomegranate
21.4,24.3,31.1,22.16,88.33,6.79,107.98,pomegranate
29.1,5.0,48.2,26.06,90.11,6.75,119.56,pomegranate
21.5,8.6,31.6,23.26,90.07,6.2,101.41,pomegranate
12.6,15.8,53.5,23.52,87.21,6.15,111.07,pomegranate
22.8,15.0,40.3,24.36,93.81,5.95,105.36,pomegranate
12.4,23.6,37.7,20.2,93.66,6.62,109.94,pomegranate
34.9,25.5,42.2,22.31,84.53,6.09,114.36,pomegranate
16.2,23.7,27.3,21.81,91.84,6.39,129.23,pomegranate
10.6,22.0,43.1,20.0,89.97,6.03,106.26,pomegranate
5.5,26.2,40.8,18.9,90.11,6.23,106.82,pomegranate
10.3,23.6,45.6,21.76,92.77,6.4,98.06,pomegranate
23.3,23.8,50.5,22.49,91.27,6.31,104.58,pomegranate
10.1,17.1,53.4,19.24,87.55,6.69,111.67,pomegranate
15.4,17.8,47.1,22.06,95.0,6.86,122.82,pomegranate
14.3,32.4,42.1,24.49,95.0,6.55,103.66,pomegranate
15.5,25.5,42.2,24.83,88.11,6.97,98.97,pomegranate
29.0,27.1,30.3,22.16,80.96,6.21,117.42,pomegranate
27.1,16.0,31.4,22.67,95.0,5.96,116.37,pomegranate
25.5,16.4,45.5,19.47,91.39,5.99,102.11,pomegranate
13.5,17.6,45.2,23.39,89.24,6.22,103.04,pomegranate
19.7,25.1,57.4,20.4,92.66,6.18,132.66,pomegranate
20.0,17.2,41.2,17.95,89.42,6.87,104.83,pomegranate
29.5,26.1,45.9,22.97,86.13,6.76,98.51,pomegranate
32.0,22.0,42.3,21.43,80.34,6.44,124.65,pomegranate
27.4,22.1,60.6,23.92,95.0,6.38,115.14,pomegranate
28.5,17.3,34.0,21.02,86.09,6.37,92.35,pomegranate
14.4,7.6,38.9,23.09,82.5,6.61,102.7,pomegranate
15.3,6.1,47.7,22.29,86.38,6.74,72.7,pomegranate
34.1,22.2,12.8,22.35,93.97,6.82,102.54,pomegranate
118.1,88.0,56.6,26.36,75.8,5.98,101.52,banana
95.8,85.0,36.3,28.53,79.72,6.26,122.22,banana
92.2,75.8,53.2,25.18,79.16,6.09,129.29,banana
97.9,83.9,53.1,28.0,74.89,5.91,111.47,banana
95.5,73.0,55.9,25.12,76.55,6.39,92.08,banana
95.5,79.1,29.4,26.62,81.07,6.27,99.09,banana
102.2,81.9,36.4,26.75,84.89,6.56,104.52,banana
97.5,82.5,55.3,27.27,80.95,6.2,143.72,banana
87.1,79.1,32.2,29.5,82.86,6.16,89.15,banana
95.1,78.9,43.5,28.7,80.93,5.93,105.96,banana
104.6,75.4,39.2,31.24,84.5,5.55,98.36,banana
97.1,74.3,45.7,32.32,84.03,6.22,104.14,banana
102.6,71.6,59.4,25.29,79.85,5.87,112.04,banana
91.4,77.4,43.2,24.72,80.36,6.43,125.37,banana
106.2,88.1,41.5,28.66,77.13,5.89,114.69,banana
85.2,83.3,51.2,24.35,80.93,6.23,92.91,banana
123.0,90.0,50.6,26.04,85.74,6.15,110.94,banana
99.1,79.2,51.9,27.48,80.31,5.75,110.11,banana
112.4,73.4,51.8,26.99,86.36,6.02,99.47,banana
104.8,72.8,56.5,27.63,85.91,5.5,106.1,banana
93.9,92.5,64.3,26.75,77.48,6.42,117.09,banana
103.5,80.9,45.2,23.54,80.19,6.57,94.3,banana
101.5,86.4,57.0,25.29,76.04,5.76,112.67,banana
102.9,71.4,53.0,28.09,80.67,5.93,98.77,banana
95.7,85.6,37.2,29.96,68.52,5.85,99.94,banana
93.5,84.2,43.8,30.64,80.88,5.78,96.32,banana
99.4,79.3,45.6,24.94,83.55,6.07,111.4,banana
92.8,81.2,30.5,27.67,74.24,6.11,115.83,banana
106.0,82.1,45.6,29.87,84.62,6.24,122.9,banana
100.8,74.0,53.9,29.36,82.12,5.9,104.9,banana
103.2,81.9,54.4,27.49,84.06,6.22,111.02,banana
109.0,88.1,47.0,26.28,78.21,6.1,85.62,banana
86.9,79.3,58.7,28.58,75.77,5.7,101.23,banana
91.5,75.9,54.9,27.11,88.85,5.93,96.37,banana
99.8,81.6,47.8,27.43,84.98,6.06,98.17,banana
99.2,80.6,29.0,27.77,83.85,6.22,108.86,banana
106.3,83.3,38.2,28.63,79.91,5.78,107.65,banana
107.8,85.7,54.1,24.8,81.82,6.1,88.05,banana
98.6,88.1,58.1,30.41,74.97,5.71,119.06,banana
111.3,82.0,54.8,26.24,81.07,5.89,89.73,banana
89.3,84.4,41.0,29.85,75.09,5.59,117.47,banana
94.6,88.8,40.5,27.53,82.04,5.76,86.61,banana
107.4,82.6,58.7,29.47,78.2,5.73,93.79,banana
125.1,73.0,47.8,28.49,74.65,6.12,96.62,banana
97.6,83.3,42.5,26.8,76.0,6.39,117.16,banana
102.4,93.0,42.0,25.2,78.55,5.66,89.94,banana
91.4,92.4,51.9,26.82,79.21,5.73,93.73,banana
98.7,85.5,56.2,29.77,79.45,6.27,97.46,banana
99.4,82.6,52.3,25.84,77.73,5.6,95.34,banana
88.9,79.1,53.9,28.24,84.93,5.94,119.94,banana
105.6,103.5,52.2,26.53,77.26,6.14,114.69,banana
106.6,80.6,41.6,28.67,75.69,5.97,107.28,banana
105.6,62.8,57.3,27.47,76.31,6.23,98.17,banana
92.9,78.5,47.3,27.31,82.39,5.47,100.64,banana
98.5,80.5,56.6,29.07,83.29,5.95,103.7,banana
96.9,83.1,46.7,24.63,75.47,6.0,95.56,banana
99.0,82.5,48.1,29.18,88.75,6.12,129.44,banana
92.8,83.5,40.4,26.7,79.7,5.88,96.63,banana
109.2,79.5,37.7,28.76,84.44,6.21,110.3,banana
79.8,78.3,48.9,25.53,85.18,6.09,98.61,banana
97.4,79.0,54.3,26.25,79.74,5.43,108.39,banana
87.7,85.2,61.3,28.23,70.68,6.14,89.57,banana
91.3,87.6,53.2,29.35,79.84,5.87,92.42,banana
93.5,85.5,30.1,26.17,80.53,6.77,102.75,banana
117.5,91.7,64.4,27.57,79.53,6.39,105.04,banana
113.0,87.7,40.4,25.24,81.35,5.93,124.6,banana
102.9,74.8,35.5,25.91,77.81,6.14,106.62,banana
95.6,85.9,42.5,29.73,86.73,5.56,110.61,banana
92.3,83.0,41.1,30.51,85.36,5.8,107.2,banana
93.9,71.7,43.3,27.11,83.6,6.32,95.55,banana
92.5,74.5,57.8,24.42,81.68,6.57,119.31,banana
98.2,83.5,33.4,26.97,82.7,5.92,102.19,banana
102.1,81.4,53.1,25.57,85.03,5.82,107.54,banana
102.6,76.5,54.9,23.94,78.83,5.79,95.66,banana
110.5,63.5,52.3,28.36,84.35,6.08,112.2,banana
99.8,73.0,56.3,30.56,81.87,5.89,115.96,banana
99.1,89.8,61.6,28.67,77.78,6.01,111.51,banana
107.7,80.9,63.5,27.91,79.53,5.74,119.3,banana
93.9,74.6,66.9,30.11,83.24,6.0,92.88,banana
107.6,90.5,54.3,24.16,83.13,6.04,108.51,banana
93.3,76.2,65.6,27.03,74.91,6.1,88.34,banana
97.5,71.0,45.9,26.77,78.44,5.96,109.84,banana
114.4,90.9,58.2,29.04,81.88,5.95,128.84,banana
102.3,77.0,48.3,28.97,79.54,5.8,68.21,banana
91.0,84.5,50.2,25.27,83.63,5.73,124.23,banana
96.6,75.9,53.2,26.38,84.58,6.45,103.06,banana
101.8,78.4,46.9,27.38,80.2,6.39,110.77,banana
89.7,75.9,54.5,30.15,86.31,5.43,107.69,banana
112.4,86.2,49.4,29.96,85.98,6.58,110.32,banana
94.5,82.1,45.5,27.21,78.39,5.22,120.07,banana
117.0,70.9,35.3,27.74,76.45,5.65,91.73,banana
97.3,83.5,40.8,29.23,77.59,6.06,101.98,banana
77.6,88.9,46.7,30.26,79.5,5.77,78.8,banana
103.4,79.8,47.5,25.3,78.52,6.25,126.1,banana
101.1,82.0,67.4,29.56,78.14,5.71,99.41,banana
110.5,86.4,43.3,24.82,78.57,6.6,124.95,banana
100.7,83.9,42.8,25.51,82.42,5.65,97.33,banana
107.0,70.0,50.6,26.73,86.19,6.2,118.21,banana
96.8,78.9,45.1,27.48,90.79,5.8,92.01,banana
94.7,77.6,44.4,26.3,84.8,5.96,93.85,banana
3.5,22.7,30.3,30.82,43.17,4.74,85.4,mango
24.7,31.1,47.8,34.01,46.44,6.15,80.04,mango
31.7,30.5,37.1,31.35,50.53,5.35,80.01,mango
17.3,24.2,30.4,29.67,53.96,5.9,98.37,mango
13.0,23.0,27.3,31.68,50.45,6.14,104.99,mango
29.0,16.8,33.5,32.05,55.06,5.6,93.17,mango
27.2,31.6,17.3,33.4,49.31,5.75,98.27,mango
31.5,39.3,24.1,28.35,52.86,5.67,98.61,mango
31.2,29.6,29.8,34.21,50.92,5.27,90.67,mango
25.6,24.9,11.5,28.96,45.23,6.35,104.19,mango
30.5,10.3,22.5,33.96,48.05,5.69,104.77,mango
13.5,24.8,25.1,34.22,52.93,6.12,89.47,mango
25.5,19.3,24.7,30.69,52.85,5.71,94.95,mango
25.3,23.8,47.2,30.94,44.53,5.78,92.02,mango
37.2,22.7,35.4,26.82,52.6,6.05,89.26,mango
37.1,26.2,32.3,29.08,46.12,5.88,69.77,mango
22.9,29.2,37.2,31.63,50.3,5.18,88.06,mango
7.8,24.7,31.2,31.42,57.92,5.48,96.89,mango
14.7,27.8,25.6,32.79,56.35,5.27,92.49,mango
25.0,5.0,10.0,33.08,52.82,5.46,96.45,mango
2.4,30.8,40.9,32.34,52.39,5.81,95.08,mango
17.7,33.5,41.4,31.61,47.42,5.92,79.62,mango
42.5,31.2,41.3,33.39,47.54,6.12,98.83,mango
11.7,35.6,34.9,35.4,53.24,5.74,115.63,mango
27.5,21.8,38.1,31.23,48.85,6.05,86.03,mango
22.8,29.5,29.7,31.41,50.97,6.01,104.31,mango
20.5,29.3,21.9,34.95,53.56,5.69,94.64,mango
19.2,31.5,24.5,27.77,47.2,5.43,88.46,mango
29.7,23.9,29.1,30.11,55.4,6.05,98.08,mango
16.1,27.0,19.6,36.69,50.67,5.65,87.34,mango
23.1,31.3,24.9,33.74,48.73,5.32,74.35,mango
21.7,27.2,18.9,34.1,45.13,5.75,82.81,mango
35.1,41.5,39.6,28.75,52.06,5.94,99.99,mango
13.8,40.5,33.7,31.23,44.91,5.85,114.69,mango
29.8,16.0,18.0,32.17,46.17,5.55,89.8,mango
16.8,19.4,21.8,28.32,52.23,5.57,88.27,mango
33.5,42.0,17.9,28.88,48.71,5.94,84.96,mango
23.3,28.5,14.6,31.05,47.41,5.8,84.78,mango
21.7,19.8,27.7,27.67,58.28,5.75,91.33,mango
27.7,22.6,9.3,32.69,49.83,5.93,70.81,mango
14.5,19.4,13.5,30.11,52.5,5.91,85.3,mango
16.5,19.1,16.2,34.18,55.53,5.89,90.54,mango
0.0,31.7,35.8,30.51,51.75,5.87,82.86,mango
17.2,24.0,25.6,28.78,49.17,5.47,80.26,mango
11.7,15.8,25.1,32.12,48.52,5.73,85.73,mango
17.8,27.4,26.2,30.08,46.66,5.72,77.05,mango
20.2,39.0,33.8,30.02,52.12,5.56,90.96,mango
31.8,15.7,32.0,28.83,40.14,5.58,110.37,mango
19.2,27.0,34.8,30.09,46.05,5.54,68.59,mango
16.4,25.6,27.3,33.1,55.97,5.69,91.29,mango
14.1,25.4,20.2,32.42,44.84,5.85,109.45,mango
22.1,37.6,18.3,29.27,48.33,5.62,97.66,mango
8.3,26.3,37.4,32.43,52.95,5.52,90.59,mango
22.2,18.2,22.7,30.44,47.59,5.91,81.54,mango
13.0,39.6,29.7,30.45,49.15,5.73,92.77,mango
27.6,31.9,35.4,32.69,44.43,6.07,81.74,mango
21.2,27.8,42.7,30.79,44.02,5.62,115.98,mango
22.6,26.1,26.3,29.34,48.53,5.64,78.3,mango
8.1,42.6,28.6,28.22,52.08,5.83,106.1,mango
19.2,27.3,32.9,33.16,45.14,5.66,90.72,mango
17.7,27.6,30.1,32.98,46.31,5.46,120.22,mango
34.2,31.0,33.2,29.89,52.47,6.09,69.18,mango
25.8,29.9,24.6,30.1,49.8,5.61,87.99,mango
15.4,28.8,24.9,34.05,44.54,6.11,91.17,mango
12.0,20.1,27.0,33.11,54.13,5.99,97.59,mango
16.4,19.3,26.6,29.99,55.28,5.33,61.69,mango
17.9,32.0,33.1,29.59,49.94,5.79,120.66,mango
24.3,17.5,43.0,29.8,45.44,5.87,78.59,mango
25.5,31.7,33.8,34.33,48.56,5.74,99.85,mango
19.5,24.8,27.2,30.91,57.46,5.68,104.52,mango
30.1,23.4,24.8,29.87,47.12,6.03,111.99,mango
17.7,34.0,24.4,31.62,49.94,5.66,80.93,mango
18.6,31.1,23.3,28.43,46.86,5.82,80.09,mango
8.3,29.8,26.5,29.79,56.2,5.12,90.52,mango
13.2,34.3,24.3,35.37,51.83,6.06,87.51,mango
11.5,36.1,32.8,32.1,45.71,5.77,99.23,mango
6.4,26.6,38.1,32.5,53.89,5.68,79.59,mango
22.2,31.4,23.5,30.36,49.48,5.58,120.35,mango
30.3,29.5,37.2,29.6,52.43,5.35,77.36,mango
28.9,37.5,36.8,32.28,44.33,5.92,92.26,mango
10.6,29.1,25.5,31.88,50.26,5.43,91.41,mango
16.0,27.1,18.7,33.2,49.75,5.75,83.38,mango
23.0,29.7,20.2,29.36,58.61,5.67,73.94,mango
31.8,38.3,23.0,30.84,53.2,4.9,84.26,mango
21.6,19.7,29.0,32.76,55.8,5.54,103.22,mango
6.6,43.5,20.6,30.21,49.27,5.96,84.13,mango
15.7,29.5,34.4,32.12,47.65,6.16,106.75,mango
16.2,19.9,30.4,27.93,46.41,5.7,104.05,mango
20.2,28.0,22.9,29.59,45.57,5.64,84.85,mango
19.0,28.3,14.5,31.96,45.84,6.19,70.46,mango
23.2,25.9,17.9,32.19,56.53,5.57,76.15,mango
28.4,35.0,31.5,29.6,51.09,5.57,106.2,mango
20.8,36.2,10.1,32.48,49.81,6.32,108.59,mango
31.2,30.8,28.4,31.99,55.59,5.66,110.56,mango
13.9,16.4,44.3,28.27,53.55,5.59,92.99,mango
9.1,48.4,32.3,29.43,43.52,6.31,100.53,mango
8.8,25.9,28.9,29.1,51.34,5.14,91.71,mango
27.4,27.0,31.8,28.79,42.08,6.1,80.97,mango
30.1,14.5,18.2,30.2,58.33,5.49,79.55,mango
26.0,25.5,20.9,32.65,56.35,5.96,110.71,mango
23.2,126.3,205.0,24.66,83.73,5.47,76.22,grapes
29.4,125.7,202.2,28.58,83.49,5.68,65.4,grapes
44.7,122.7,195.5,25.46,77.21,5.88,59.77,grapes
25.5,124.0,205.0,24.27,86.53,5.74,67.94,grapes
17.1,125.3,205.0,24.11,84.36,5.95,91.32,grapes
14.3,138.5,205.0,23.5,81.89,6.71,48.45,grapes
13.3,132.2,194.2,23.05,77.11,6.16,83.68,grapes
19.0,134.1,195.2,20.58,84.86,6.13,67.31,grapes
18.8,124.5,192.7,22.9,81.3,6.04,80.88,grapes
41.5,117.8,195.8,23.16,92.56,6.33,76.48,grapes
18.1,124.5,205.0,25.22,83.48,5.7,59.11,grapes
16.1,133.2,195.9,21.0,87.1,5.93,59.27,grapes
22.4,123.4,205.0,20.16,77.4,6.04,69.88,grapes
13.1,138.4,202.3,19.99,83.75,5.58,66.66,grapes
10.9,135.9,196.8,25.17,77.13,5.57,43.97,grapes
36.3,125.5,205.0,22.88,76.88,6.59,67.92,grapes
34.6,131.5,201.3,24.4,82.1,6.02,74.92,grapes
19.8,131.2,202.6,24.61,86.09,6.2,62.66,grapes
21.7,142.0,205.0,25.77,81.08,6.1,66.83,grapes
32.3,131.8,188.0,25.26,79.02,5.89,73.96,grapes
31.0,130.5,201.8,24.73,81.2,5.82,54.16,grapes
23.7,139.1,188.1,22.22,77.86,6.32,76.4,grapes
22.8,141.7,193.5,26.02,83.43,6.2,70.3,grapes
20.2,133.3,197.3,24.5,77.1,6.34,71.22,grapes
24.8,145.0,205.0,24.22,81.08,5.93,80.69,grapes
16.6,136.3,205.0,24.6,79.65,5.85,79.23,grapes
22.5,143.3,200.3,24.47,81.03,6.05,51.81,grapes
29.3,140.6,191.0,24.14,84.77,5.36,58.15,grapes
20.4,138.4,204.0,23.84,78.34,5.44,33.41,grapes
24.6,128.3,196.2,23.9,86.5,5.94,72.75,grapes
15.2,128.8,205.0,24.53,81.11,5.91,58.83,grapes
19.2,138.4,201.2,24.34,92.34,5.83,87.24,grapes
18.6,131.8,188.6,21.73,80.58,6.16,96.67,grapes
21.2,135.4,205.0,24.32,85.63,5.47,58.76,grapes
23.5,135.8,199.6,20.62,83.97,5.88,63.28,grapes
19.7,121.7,199.5,23.57,83.67,5.87,79.18,grapes
10.3,132.1,190.9,21.54,82.57,5.94,68.91,grapes
39.0,122.8,205.0,24.66,82.73,6.0,67.04,grapes
28.2,142.0,194.0,19.29,84.86,6.04,58.2,grapes
23.7,126.5,194.9,25.58,79.48,6.15,53.53,grapes
31.8,129.7,194.5,23.12,76.48,5.66,77.71,grapes
30.7,134.8,197.3,21.58,77.13,6.03,63.76,grapes
24.9,124.6,189.0,23.99,81.66,6.42,90.21,grapes
24.7,128.3,186.5,26.12,81.34,5.94,91.6,grapes
21.7,133.4,199.4,24.78,82.5,5.87,69.16,grapes
33.5,125.5,201.0,26.27,85.81,6.21,45.96,grapes
20.0,130.3,192.0,22.54,78.26,5.98,71.15,grapes
22.8,132.6,198.7,24.02,79.49,6.09,45.29,grapes
23.5,143.9,179.6,24.89,82.47,6.42,76.95,grapes
27.4,139.6,203.8,23.32,81.14,5.52,54.67,grapes
32.9,141.6,203.7,23.45,81.66,5.74,52.63,grapes
15.2,133.8,205.0,20.85,80.53,5.65,68.81,grapes
21.1,134.7,181.6,27.86,87.7,6.16,76.34,grapes
7.6,132.2,205.0,21.44,87.63,5.7,67.0,grapes
30.7,128.0,205.0,23.27,71.72,6.54,65.46,grapes
27.3,133.5,196.1,23.6,80.24,6.46,70.37,grapes
24.3,135.3,205.0,22.5,81.45,6.19,66.25,grapes
19.0,138.0,199.2,25.53,81.42,5.65,70.2,grapes
31.6,134.4,205.0,25.31,82.2,5.91,65.46,grapes
25.3,142.2,205.0,21.82,80.42,5.27,68.15,grapes
20.8,134.1,195.5,22.08,81.42,6.22,81.46,grapes
16.1,133.5,205.0,23.75,80.1,6.08,76.28,grapes
20.4,135.8,194.6,22.29,87.38,6.02,66.07,grapes
43.5,131.7,193.0,24.14,77.39,5.87,57.18,grapes
22.6,125.1,204.9,26.63,81.77,5.92,77.67,grapes
9.1,135.6,194.2,25.15,77.84,5.89,82.09,grapes
15.0,130.9,202.3,19.75,83.06,6.02,79.06,grapes
29.3,132.2,205.0,24.5,83.23,5.93,65.4,grapes
32.0,129.0,193.6,24.76,90.27,5.62,79.72,grapes
19.5,128.9,198.3,25.03,80.56,5.91,73.03,grapes
21.7,132.7,205.0,22.01,80.32,5.79,65.67,grapes
23.3,132.4,192.3,25.24,79.26,6.08,85.99,grapes
32.4,136.3,203.7,27.4,78.5,5.96,73.79,grapes
27.6,128.1,194.3,23.97,78.71,5.89,65.56,grapes
27.4,143.1,205.0,24.77,84.93,6.29,58.2,grapes
24.0,123.9,205.0,25.77,80.09,5.88,82.67,grapes
29.0,132.1,198.4,22.67,81.2,6.21,71.29,grapes
